순번,단지명,회사명,"공장대표주소(지번, 도로명 주소)",업종번호,업종명,대표번호,비고
1662,화성송산테크노파크일반산업단지,성우TECH,경기도 화성시 송산면 지화리 686-11,"24321, 29294",주형 및 금형 제조업 외 1 종,031-433-7071,
1663,화성송산테크노파크일반산업단지,아성프랜트(주),경기도 화성시 송산면 지화리 682-7,"25122, 29299",금속탱크 및 저장용기 제조업 외 1 종,031-357-9526,
1664,화성송산테크노파크일반산업단지,암스텍,경기도 화성시 송산면 중송리 572-5,29299,그 외 기타 특수목적용 기계 제조업,031-355-3412,
1665,화성송산테크노파크일반산업단지,에스이씨(주),경기도 화성시 송산면 지화리 682-4,"25122, 29299",그 외 기타 특수목적용 기계 제조업 외 1 종,031-351-9341,
1666,화성송산테크노파크일반산업단지,에이투에스 주식회사,경기도 화성시 송산면 지화리 684-3,28123,배전반 및 전기 자동제어반 제조업,,
1667,화성송산테크노파크일반산업단지,연합정공(주),경기도 화성시 송산면 지화리 684-8,29294,주형 및 금형 제조업,031-366-9466,
1668,화성송산테크노파크일반산업단지,우성기업(주),경기도 화성시 송산면 중송리 572-6,29120,유압기기 제조업,031-357-9611,
1669,화성송산테크노파크일반산업단지,원테크,경기도 화성시 송산면 지화리 160-3,25113,육상 금속 골조 구조재 제조업,031-356-9160,
1670,화성송산테크노파크일반산업단지,윈솔,경기도 화성시 송산면 지화리 683-7,25111,"금속 문, 창, 셔터 및 관련제품 제조업",031-357-6598,
1671,화성송산테크노파크일반산업단지,유진타워건설(주),경기도 화성시 송산면 지화리 160-3,25113,육상 금속 골조 구조재 제조업,031-497-0041,
1672,화성송산테크노파크일반산업단지,이제이테크 주식회사 ,경기도 화성시 송산면 지화리 684-3,28123,배전반 및 전기 자동제어반 제조업,031-499-7223,
1673,화성송산테크노파크일반산업단지,정우엔지니어링,경기도 화성시 송산면 지화리 686-1,29229,기타 가공 공작기계 제조업,032-822-2700,
1674,화성송산테크노파크일반산업단지,제이원테크(주),경기도 화성시 송산면 지화리 684-2,29221,전자 응용 절삭기계 제조업,031-8077-9741,
1675,화성송산테크노파크일반산업단지,제이원테크(주),경기도 화성시 송산면 중송리 574-4,29221,전자 응용 절삭기계 제조업,031-8077-9741,
1676,화성송산테크노파크일반산업단지,조은산업,경기도 화성시 송산면 지화리 684-6,25929,그 외 기타 금속가공업,031-482-8788,
1677,화성송산테크노파크일반산업단지,주식회사 신원알루미늄,경기도 화성시 송산면 지화리 686-2,24222,"알루미늄 압연, 압출 및 연신제품 제조업",031-491-1947,
1678,화성송산테크노파크일반산업단지,주식회사 와이즈도어,경기도 화성시 송산면 중송리 572-8,25111,"금속 문, 창, 셔터 및 관련제품 제조업",,
1679,화성송산테크노파크일반산업단지,주식회사 원옥,경기도 화성시 송산면 지화리 683-13,28123,배전반 및 전기 자동제어반 제조업,031-495-1937,
1680,화성송산테크노파크일반산업단지,주식회사 자바머신,경기도 화성시 송산면 지화리 160-12,"29223, 29229",금속 절삭기계 제조업 외 1 종,031-434-1634,
1681,화성송산테크노파크일반산업단지,주식회사 카파테크놀러지,경기도 화성시 송산면 지화리 160-9번지,22291,플라스틱 접착처리 제품 제조업,031-354-9560,
1682,화성송산테크노파크일반산업단지,주영정공(주),경기도 화성시 송산면 지화리 685-7,29142,기어 및 동력전달장치 제조업,031-356-9671,
1683,화성송산테크노파크일반산업단지,창일테크,경기도 화성시 송산면 지화리,29163,컨베이어장치 제조업,031-433-6443,
1684,화성송산테크노파크일반산업단지,케이에스(주),경기도 화성시 송산면 중송리 574-11,25929,그 외 기타 금속가공업,070-4411-4935,
1685,화성송산테크노파크일반산업단지,케이에스엠 ,경기도 화성시 송산면 중송리 572,"29199, 29294",그 외 기타 일반목적용 기계 제조업 외 1 종,031-433-2164,
1686,화성송산테크노파크일반산업단지,케이오제이테크(주),경기도 화성시 송산면 중송리 577-1,25113,육상 금속 골조 구조재 제조업,,
1687,화성송산테크노파크일반산업단지,태경테크,경기도 화성시 송산면 중송리 574-5,25999,그 외 기타 분류 안된 금속 가공 제품 제조업,032-819-0181,
1688,화성송산테크노파크일반산업단지,티에스엠티(주) ,경기도 화성시 송산면 지화리 160-11,"24321, 25924",절삭가공 및 유사처리업 외 1 종,031-355-5451,
1689,장안제1첨단일반산업단지,(주)대광공업,경기도 화성시 장안면 금의리 762-2,"25941, 25942, 25999",볼트 및 너트류 제조업 외 2 종,031-499-2850,
1690,화성동탄도시첨단산업단지,(유)로사리얼티,경기도 화성시 영천동 204-3 9층 903호,63999,그 외 기타 정보 서비스업,,
1691,화성동탄도시첨단산업단지,(주)거성에스디 ,경기도 화성시 영천동 193-2번지 4층 411 4층 411호,26129,기타 반도체소자 제조업,031-613-5552,
1692,화성동탄도시첨단산업단지,(주)경원종합방재,경기도 화성시 영천동 265-2번지 5층 506,28901,전기경보 및 신호장치 제조업,031-8014-2550,
1693,화성동탄도시첨단산업단지,(주)광진,경기도 화성시 영천동 824-4 219호,70129,기타 공학 연구개발업,041-421-5822,
1694,화성동탄도시첨단산업단지,(주)구들리애드,경기도 화성시 영천동 265-2 7층 701호,18119,기타 인쇄업,031-216-2965,
1695,화성동탄도시첨단산업단지,(주)글로우어스,경기도 화성시 영천동 824-4 601호,70121,전기ㆍ전자공학 연구개발업,031-784-8588,
1696,화성동탄도시첨단산업단지,(주)넥스트그리드,경기도 화성시 영천동 204-3 3층 308호,62010,컴퓨터 프로그래밍 서비스업,,
1697,화성동탄도시첨단산업단지,(주)넥스트테크놀러지,경기도 화성시 영천동 343-1,68112,비주거용 건물 임대업,031-666-2336,
1698,화성동탄도시첨단산업단지,(주)넷츠 ,경기도 화성시 영천동 193-2번지 10층 1016,26129,기타 반도체소자 제조업,,
1699,화성동탄도시첨단산업단지,(주)다온크리에이션스,"경기도 화성시 영천동 197 인큐베이팅센터314,315,316호","26310, 26329, 29199",컴퓨터 제조업 외 2 종,031-8055-8154,
1700,화성동탄도시첨단산업단지,(주)다원디엔에스,경기도 화성시 영천동 265-2 4층 411호 4층 411호,"27215, 28119, 28121, 28901","전기회로 개폐, 보호장치 제조업 외 3 종",02-6396-8096,
1701,화성동탄도시첨단산업단지,(주)더파인 ,경기도 화성시 영천동 193-2번지 6층 614,26421,방송장비 제조업,070-4262-3130,
1702,화성동탄도시첨단산업단지,(주)디지털프론티어 ,경기도 화성시 영천동 193-2 13층 1301호,29271,반도체 제조용 기계 제조업,031-212-2241,
1703,화성동탄도시첨단산업단지,(주)라인테크솔라,경기도 화성시 영천동 193-2 9층 908호,28119,기타 전기 변환장치 제조업,031-353-7570,
1704,화성동탄도시첨단산업단지,(주)랩지노믹스,경기도 화성시 영천동 265-2 3층 301호,21300,의료용품 및 기타 의약 관련제품 제조업,031-628-0633,
1705,화성동탄도시첨단산업단지,(주)레오리아,경기도 화성시 영천동 265-2 7층 707호,26211,액정 표시장치 제조업,,
1706,화성동탄도시첨단산업단지,(주)레이브,경기도 화성시 영천동 824-4 712호,70121,전기ㆍ전자공학 연구개발업,,
1707,화성동탄도시첨단산업단지,(주)리슨웰,경기도 화성시 영천동 204-3 2층 204호,70111,"물리, 화학 및 생물학 연구개발업",031-8058-0283,
1708,화성동탄도시첨단산업단지,(주)매싼커뮤니케이션,경기도 화성시 영천동 204-3 9층 923호,68112,비주거용 건물 임대업,02-2060-8057,
1709,화성동탄도시첨단산업단지,(주)멜템 ,경기도 화성시 영천동 193-2번지 14층 1401 14층 1401호,29172,공기 조화장치 제조업,031-731-1337,
1710,화성동탄도시첨단산업단지,(주)모베이스,경기도 화성시 영천동 142-5,26429,기타 무선 통신장비 제조업,032-529-4200,
1711,화성동탄도시첨단산업단지,(주)미노스코리아,경기도 화성시 영천동 265-2번지 5층 515,29199,그 외 기타 일반목적용 기계 제조업,031-8014-2558,
1712,화성동탄도시첨단산업단지,(주)바이오포아,경기도 화성시 영천동 205-1번지,"21230, 70113",의학 및 약학 연구개발업 외 1 종,031-375-8304,
1713,화성동탄도시첨단산업단지,(주)베스트환경산업 ,경기도 화성시 영천동 265-2 7층 703호,29280,산업용 로봇 제조업,02-953-1174,
1714,화성동탄도시첨단산업단지,(주)베프원 ,경기도 화성시 영천동 193-2번지 6층 610,"26299, 27213, 29271, 29272","물질 검사, 측정 및 분석기구 제조업 외 3 종",031-627-5420,
1715,화성동탄도시첨단산업단지,(주)브로젠,경기도 화성시 영천동 193-2 3층 307호,29271,반도체 제조용 기계 제조업,070-4820-1532,
1716,화성동탄도시첨단산업단지,(주)비에이치피,경기도 화성시 영천동 193-2번지 5층 506,29299,그 외 기타 특수목적용 기계 제조업,031-707-9907,
1717,화성동탄도시첨단산업단지,(주)생명과기술,"경기도 화성시 영천동 265-2번지 9층 913,914,915","27213, 29210",농업 및 임업용 기계 제조업 외 1 종,031-352-2341,
1718,화성동탄도시첨단산업단지,(주)서린메디케어,경기도 화성시 영천동 204-1번지 서린글로벌센터 4층,"27199, 70121",전기ㆍ전자공학 연구개발업 외 1 종,031-742-5319,
1719,화성동탄도시첨단산업단지,(주)서린바이오사이언스,경기도 화성시 영천동 204-1번지,"28909, 70111","물리, 화학 및 생물학 연구개발업 외 1 종",031-628-3018,
1720,화성동탄도시첨단산업단지,(주)선영,경기도 화성시 영천동 265-2번지 동탄비즈타워 (산업 3-1블럭) 265-2 5층 514호,"25113, 26421, 26519, 28111, 28119, 28422, 28423, 29163",일반용 전기 조명장치 제조업 외 7 종,031-375-7001,
1721,화성동탄도시첨단산업단지,(주)세븐엠,경기도 화성시 영천동 193-2,28122,전기회로 접속장치 제조업,031-8003-9050,
1722,화성동탄도시첨단산업단지,(주)세화엔지니어링 ,"경기도 화성시 영천동 193-2번지 4층 415, 416, 423",28122,전기회로 접속장치 제조업,031-732-4739,
1723,화성동탄도시첨단산업단지,(주)센코,경기도 화성시 영천동 193-2,"27212, 27213, 27219, 28901",전기경보 및 신호장치 제조업 외 3 종,031-492-0445,
1724,화성동탄도시첨단산업단지,(주)셀맥인터내셔날,경기도 화성시 영천동 206-2번지,73209,"패션, 섬유류 및 기타 전문 디자인업",02-3789-6607,
1725,화성동탄도시첨단산업단지,(주)솔라플러스컴퍼니,경기도 화성시 영천동 824-4 703호,70111,"물리, 화학 및 생물학 연구개발업",070-4652-5799,
1726,화성동탄도시첨단산업단지,(주)솔트,경기도 화성시 영천동 193-2,26429,기타 무선 통신장비 제조업,031-376-5116,
1727,화성동탄도시첨단산업단지,(주)신일일렉트로닉스,"경기도 화성시 영천동 193-2 3층 303,304호",26429,기타 무선 통신장비 제조업,031-8077-2056,
1728,화성동탄도시첨단산업단지,(주)씨엔에프글로벌,경기도 화성시 영천동,26211,액정 표시장치 제조업,031-831-8513,
1729,화성동탄도시첨단산업단지,(주)씨티씨엠 ,경기도 화성시 영천동 193-2번지 4층 403 ,28902,전기용 탄소제품 및 절연제품 제조업,02-3461-4487,
1730,화성동탄도시첨단산업단지,(주)아이디어스,경기도 화성시 영천동 824-4 605호,70121,전기ㆍ전자공학 연구개발업,031-723-0210,
1731,화성동탄도시첨단산업단지,(주)아이티에프,경기도 화성시 영천동 265-2번지 6층 608,68112,비주거용 건물 임대업,070-7017-7370,
1732,화성동탄도시첨단산업단지,(주)에스제이웍스 ,경기도 화성시 영천동 193-2번지 15층 1502,18200,기록매체 복제업,031-8055-0818,
1733,화성동탄도시첨단산업단지,(주)에코플랜,경기도 화성시 영천동 265-2번지 9층 911,"26299, 28909",그 외 기타 전자부품 제조업 외 1 종,031-8014-2588,
1734,화성동탄도시첨단산업단지,(주)에콜,경기도 화성시 영천동 265-2번지 10층 1010,27216,산업처리공정 제어장비 제조업,031-8014-2488,
1735,화성동탄도시첨단산업단지,(주)에프티에치코리아,경기도 화성시 영천동 204-3 3층 302호,62010,컴퓨터 프로그래밍 서비스업,,
1736,화성동탄도시첨단산업단지,(주)엔케이씨엘바이오그룹,경기도 화성시 영천동 193-2 14층 1402호,"21102, 21210",완제 의약품 제조업 외 1 종,02-501-9330,
